				message	title					label	
			91	Невестка закатила истерику, когда я ей сказала, что у нас традиция называть внука в честь деда	Невестка закатила истерику, когда я ей сказала, что у нас традиция называть внука в честь деда					n	
			92	И снова здравствуйте. Джонсон опять приехал с необъявленным визитом	Борис Джонсон снова неожиданно приехал в Киев					n	
			93	Пляж в Геническе, Херсонская область, Россия						flag	
			94	Во вторник, 3 мая, российская армия начала штурм завода "Азовсталь" в Мариуполе. Эту информацию ему подтвердил заместитель командира полка "Азов" Святослав Паламар.	Войска РФ начали штурм "Азовстали". Украинские военные просят вмешаться Зеленского					w	
			95	О, какая козявка. Съесть или не съесть?						n	
			96	Турция, Швеция и Финляндия определили гарантии расширения НАТО – текст договоренности	Турция, Швеция и Финляндия определили гарантии расширения НАТО – текст договоренности					w	
			97	Организаторы патриотической выставки «Битва за Мариуполь— борьба за Русский мир» пожаловались на «срыв» мероприятия петербургскими чиновниками. Сотрудники районной администрации всего лишь рекомендовали ограничить доступ детей из-за нацистской символики Подробнее http://amp.gs/jBMnL Читать без VPN http://amp.gs/jBMnW	Власти Петербурга рекомендовали ограничить доступ детей на выставку «Битва за Мариуполь» из-за соседства буквы Z с нацистской символик					w	
			98	На востоке Афганистана произошло землетрясение магнитудой 5,9. Погибло уже около тысячи человек. В галерее RTVI — как страна переживает стихийное бедствие						n	
			99	Друзья мои, помогите ,пожалуйста 🙏 Лулу сняли корсет с лапки и она теперь ходит🙏🙏🙏 С кишечником тоже наладилось благодаря лечению, которое она получила в клинике 🙏 Необходимо оплатить чек в клиники 2850🙏🙏🙏🙏 Помогите, пожалуйста 5355 2800 0096 9541 Пумб Pay pal katusha.suvorova@gmail.com Все поступления будут под этим постом в комментариях Подопечные страницы Допомогай тваринам/Помогай животным						n	
			100	🔹В Польшу прибыли военные 82-й воздушно-десантной бригады США. Они будут заниматься обучением украинских военных.						w	
			101	Українське сонце Ми - той народ, що творить світ новий. Хто з автоматом, хто в тилу пітримка. Князів нащадки, ідемо на ви: Підняти стяг над українським Кримом. Усі ми тут – майбутнього творці. Історію ж бо пишуть переможці! А правда не в залізі і в свинці. Вона – у теплій синовій долонці. Вона – у добрих справах і словах. Її не обміняти на червонці. Летить у небо гордий вільний птах. Туди, де світить українське сонце! "Третя ластівка", Ольга Могильда						w	
			102	"Друга армія світу" професійно "демілітаризує" Україну у туфлях.	Російські орки воюють з українцями в туфлях та підкидають у наші будинки зношені черевики (фото)					w	
			103	Росія ймовірно планує здійснити атаку під фальшивим прапором, використавши хімічну чи біологічну зброю — про це заявили в Міноборони Британії.	Міноборони Британії: Є вірогідність, що Росія застосує біологічну зброю під чужим прапором					w	
			104	БРОВАРИ, повітряна тривога!						w	
			105	Білик розповіла, що чоловік Повалій – Ліхута підтримує РФ та раді Читайте ►►https://slovo.news/post/81837	Білик розповіла, що чоловік Повалій – Ліхута підтримує РФ та раді					n	
			106	(Такої сили вибух я бачу вперше в житті… На Рociї 20 хв тому так бабахнуло, що всіх хто був поблизу не вuжuлu)	Такої сили вибух я бачу вперше в житті… На Рociї 20 хв тому так бабахнуло, що всіх хто був поблизу не вuжuлu					w	
			107	Брифінг начальника військової адміністрації Кривого Рогу О.Вілкула 20 06 22						w	
			108	Пн. 20.06.2022 ● Тиждень 2-ий по Зісланні Святого Духа. Початок Петрового посту. ● Служба Божа в Головному соборі УГКЦ (Київ, Україна) проводиться українською мовою. Ви щоденно можете спільно молитися зі священниками та слухати Святе Письмо, приступати до Таїнства Сповіді, Таїнства Євхаристії (Таїнство Причастя). А також щоденно дивитися Службу Божу онлайн!						n	
			109	Все? Чи ти б щось іще додав/додала у коментах?						n	
			110	путін 9 травня може офіційно оголосити війну Україні замість своєї «спеціальної військової операції». Це стане приводом для широкої мобілізації російських резервних сил — вважають чиновники США та заходу #hromadske #новини #Україна #війна	путін може офіційно оголосити війну Україні 9 травня — західні посадовці | Громадське телебачення					w	
			111	За даними ДСНС, з початку літнього періоду 129 осіб загинуло на воді, з них 16 дітей 🔹Про це в Медіацентрі Україна – Укрінформ заявив Олександр Хорунжий, пресофіцер ДСНС України. 💬 «Наразі наші рятувальники та піротехніки працюють над тим, щоб очистити акваторії. Вже очищено близько 33 гектарів акваторій – на Київщині, Сумщині, на Запоріжжі, Миколаївщині. Наразі влучено та знешкоджено 664 вибухонебезпечні предмети», - зазначив пресофіцер ДСНС. За даними ДСНС, з початку літнього періоду 129 осіб загинуло на воді, з них 16 дітей. Фахівці ДСНС врятували 22 особи, з них 6 - діти. Статистика сумна, але менша ніж попереднього року, бо ряд областей так і не розпочали купального сезону. Також ряд регіонів досі в окупації, з них не надходить інформація. На сьогодні в Україні місцевими органами виконавчої влади визначено 240 місць відпочинку на водних об’єктах. З них 194 мають пляж. Не розпочали купальні сезони ті області, які деокуповані, або де проходять бойові дії. Місто Київ також не відкриває пляжі. 💬 «Ми не рекомендуємо виходити на відпочинок біля водойм на Київщині, Сумщині, Донеччині, Чернігівщині, Одещині, Харківщині та Миколаївщині. Ми наполегливо радимо громадянам не виходити на водойми аж допоки не буде очищено територію», - підкреслив Олександр Хорунжий. ДСНС України						n	
			112	Посол говорить, що нібито за російськими військовими правилами така зброя не використовується в конфліктах, подібних до цього. Хм...у росіян є правила ведення війни?	Посол Росії у Великій Британії переконує, що Кремль не застосує ядерну зброю в Україні					w	
			113	📲 Хочеш дізнатись про плани ворога – реєструйся на сайті знайомств 💻 Наша інформаторка з фейкового акаунту спілкувалась з військовими рф та так званих "лднр", які відкрито розповідали їй про свої позиції та плани. 🤷🏻‍♂️ Один з окупантів – типова жертва пропаганди: "Им не дают эвакуироваться, они живой щит, чтобы мы город не сравняли с землёй вместе с нациками". 😐 Російській солдат щиро вірить в те, що українські військові не випускають мирних мешканців з прифронтових населених пунктів, аби росіяни їх не атакували. 🎥 Що цікавого дізналася наша інформаторка в окупантів, як вони мислять, та чим займаються на службі – у випуску Anastasiya Usenko: https://youtu.be/TG33aKf-qhY ❓ Цікаво, як орки продовжують вірити роспропаганді, після того як самі обстрілюють евакуаційні колони з мирними людьми?						w	
			114	Назви були пов’язані з РФ: у Львові перейменували низку вулиць	Назви були пов’язані з РФ: у Львові перейменували низку вулиць					n	
			115	У тимчасово окупованій Херсонщині російська влада почала призначати своїх людей на місця чиновників. Серед "нової влади" колишні представники уряду Калінінградської області та співробітники на ФСБ	Колишнього співробітника фсб призначено головою "уряду Херсонської області"					w	
			116	Мікроавтобус врізався у бензовоз, а той перевернувся і влетів у автобус. Загинули 26 людей.						n	
			117	трохи потренував	"В нас вийшло, ось!": молода спортсменка ощасливила Агутіна - MediaBum					n	
			118	У Черкасах прощатимуться з координатором організації “Поклик Яру” Павлом Добротворським	У Черкасах прощатимуться із загиблим воїном з позивним Історик - 18000.com.ua					n	
			119	Від себе особисто та від усього депутатського корпусу Тернопільської обласної ради привітав із професійним святом працівників Національної поліції України! Професія поліцейського дуже відповідальна, ризикована та важка. Але водночас, вона надзвичайно важлива для суспільства. Адже завдання поліцейського не лише захищати життя, здоров'я, права і свободи громадян України, протидіяти злочинності, боротися із правопорушеннями, гарантувати громадську безпеку та порядок, але й найголовніше – вселяти в людей віру в силу Української держави, здатної себе захистити. Сьогодні працівники поліції мужньо боронять правопорядок в умовах повномасштабної військової агресії, а довіра до Національної поліції – на надзвичайно високому рівні. У день Вашого професійного свята бажаю, щоб Ваші зусилля були нагороджені повагою і довірою кожного громадянина, щоб Вас ніколи не підводило здоров’я, сімейного вам благополуччя, добра та щастя. Вірю, що спільними зусиллями ми всі проженемо цю страшну орду з української землі та зробимо все можливе, аби Україна стала успішною та сильною країною, яку поважають та цінують в усьому світі. Слава Україні! Слава усім, хто боронить українську землю від московського агресора.						n	
			120	▪️Він використовується для виплати зарплат російським військовим↓	Кулеба закликав відключити від SWIFT російський Газпромбанк					w	
			121	На крейсері «Москва» загинули близько 40 росіян, є зниклі безвісти та багато поранених — про це виданню Novaya Gazeta Europe розповіла матір одного з матросів. міноборони рф не визнає, що корабель затонув унаслідок дій українських військових та заявляє, що екіпаж знищеного крейсера прибув до Севастополя	На крейсері «Москва» загинули близько 40 росіян, дуже багато поранених з відірваними кінцівками — мама моряка | Громадське телебачення					w	
			122	⚡️Увага всім‼️ Люди будьте обережні, тільки що, відомий астролог назвав найнебезпечніші міста на найближчий час...	Увага всім! Люди будьте обережні, тільки що, відомий астролог назвав найнебезпечніші міста на найближчий час… – Твоє Слово					n	
			123	Внаслідок обстрілу росіянами житлових кварталів Миколаєва загинула людина, є поранені — щонайменше два боєприпаси розірвалися у дворах багатоповерхівок.	Обстріл житлового кварталу Миколаєва: одна людина загинула, шість поранених					w	
			124	Сьогодні провела позачергову XIV сесію Чугуївської міської ради VIII скликання. Через загострення військових дій на території громади засідання проводили дистанційно, в онлайн режимі. На порядку денному було два питання - про внесення змін до Регламенту Чугуївської міської ради та до Положення про постійні депутатські комісії. Якщо казати коротко, дані зміни дають можливість міській раді у разі необхідності працювати в дистанційному режимі, адже попри війну, поточні питання життєдіяльності громади необхідно вирішувати, і здебільшого навіть більш оперативно, ніж в мирний час. Хочу подякувати депутатам за конструктивний підхід та згуртованість в складні часи. Саме зараз відповідальність перед громадою за рішення, що приймаються місцевою владою, зросла в десятки разів. Отже продовжуємо працювати кожний на своєму місці на благо громади, задля нашої спільної перемоги.						n	
			125	🚉 До кінця 2022 року у потягах "Укрзалізниці" з'явиться супутниковий якісний інтернет від Starlink 👍👍👍	У поїздах "Укрзалізниці" з'явиться інтернет від Starlink — DSnews.ua					n	
			126	Кому можуть дозволити виїзд за кордон: у Раді пропонують розширити перелік категорій	Кому можуть дозволити виїзд за кордон: у Раді пропонують розширити перелік категорій – NizhynNEWS					w	
			127	“Це реальні цифри”: Жданов назвав терміни, коли в Україні може закінчитися війна	"Це реальні цифри": Жданов назвав терміни, коли в Україні може закінчитися війна - Резонанс-Інфо					w	
			128	Рускій дипломатичний літак пішов на...?	Болгарія, Північна Македонія та Чорногорія закрили повітряний простір для літака Лаврова, – ЗМІ					w	
			129	Ще трохи гарних новин вам у стрічку :)	ЗСУ знищили вже понад 33 тисячі російських окупантів					w	
			130	Протягом доби 27 червня рятувальники загасили 15 пожеж на території Миколаївської області. З них – п’ять спричинили обстріли військами Російської Федерації. Горіли поле, зерносховище, відкриті території тощо ______________________ Суспільне Миколаїв Ми у Telegram: https://bit.ly/39L9pWJ Ми в Instagram: https://bit.ly/3q4fLan Ми у Viber: http://bit.ly/suspilne_mykolaiv Ми у YouTube: https://bit.ly/3iJGZ3u	За добу обстріли військами РФ спричинили п'ять пожеж на Миколаївщині					n	
			131	30 червня у «Полтавській центральній районній клінічній лікарні» відкрили відремонтоване відділення анестезіології та реаніматології. Ремонт анестезіологічного відділення коштував місту 7 мільйонів гривень. Приміщення повністю оснащене сучасним обладнанням: апарати штучної вентиляції легень, апарати для реанімації - дефібрилятор, централізоване постачання кисню тощо. Подробиці: https://ptv.ua/v2/news/remontviddilennia Ми у Telegram: https://t.me/ptvua	На ремонт відділення одної з лікарень у Полтаві витратили близько 7 мільйонів гривень					n	
			132	Олбрайт часто називали "поборницею демократії", вона відіграла важливу роль у тому, щоб покласти край етнічним чисткам у Косові.	Померла Мадлен Олбрайт - легендарна ексдержсекретар США					n	
			133	Ранкові вибухи на Київщині: в КОВА розповіли подробиці https://www.44.ua/news/3409997/rankovi-vibuhi-na-kiivsini-v-kova-rozpovili-podrobici						w	
			134	Олександр Бакумов в ефірі радіо «З Вами ФМ» розповів про ситуацію на Харківщині, запровадження візового режиму для громадян росії та євроінтеграцію України. Повне інтерв'ю - за посиланням 👇	ОЛЕКСАНДР БАКУМОВ					n	
			135	Підпишіться на наші телеграм канали та ютуб канали: "Корупція.інфо" - https://t.me/korupciya ; https://www.youtube.com/channel/UCb6fUN4-UvIRtYmwtR-PeOg "РЕДИСКА" - https://t.me/rediska2021 ; https://www.youtube.com/channel/UCb6fUN4-UvIRtYmwtR-PeOg "Блог Разумовського" - https://t.me/blogRazumovskogo Станьте спонсором нашого каналу: https://www.youtube.com/cha.../UChL2epeqorrhQ1RcKUmYjRg/join Благодійний фонд Генерала Залужного https://general.fund Допомога армії: 👉 Реквізити офіційного спеціального рахунку: UA843000010000000047330992708 Рахунок – мультивалютний, він створений та відкритий як для переказу коштів від міжнародних партнерів та донорів – у іноземній валюті (долари США, євро, британські фунти), так і від українського бізнесу та громадян – у національній валюті. Підтримуємо Українську Армію! 🇺🇦 РЕКВІЗИТИ 🇺🇦 Для зарахування коштів у національній валюті: Банк: Національний банк України МФО 300001 Рахунок № UA843000010000000047330992708 код ЄДРПОУ 00032106 Отримувач: Національний банк України 🇺🇲 Для зарахування коштів у USD: SWIFT Code NBU: NBUA UA UX JP MORGAN CHASE BANK, New York SWIFT Code: CHASUS33 Account: 400807238 383 Madison Avenue, New York, NY 10179, USA Зарахування на рахунок UA843000010000000047330992708 🇬🇧 Для зарахування коштів у GBP: SWIFT Code NBU: NBUA UA UX Bank of England, London SWIFT Code: BKENGB2L Account: 40000982 Threadneedle Street, London EC2R 8AH, UK Зарахування на рахунок UA843000010000000047330992708 🇪🇺 Для зарахування коштів у EUR: SWIFT Code NBU: NBUA UA UX DEUTSCHE BUNDESBANK, Frankfurt SWIFT Code: MARKDEFF Account: 5040040066 IBAN DE05504000005040040066 Wilhelm-Epsteinn-Strabe 14, 60431 Frankfurt Am Main,Germany Зарахування на рахунок UA843000010000000047330992708 БО Благодійний фонд Сергія Притули, сайт: https://savelife.in.ua/ ЄДРПОУ 43720363 Гривня UA 47 305299 00000 26005026707459 Долар UA 90 305299 00000 26001026709343 ЄВРО UA 87 305299 00000 26009016707067 PLN UA 893052990000026006046712337	Гарні новини! Спецоперація ЗСУ - зробили неймовірне: нова загроза. Україна переможе! | Корупція Інфо					n	
			136	Масовий збір врожаю проходить в південних і центральних областях країни	Українські садівники приступили до масової реалізації вишні: які ціни на ягоду					n	
			137	ЗСУ знову вдарили по позиціях росіян на Зміїному. Знищено зенітний ракетний комплекс ворога 🔥 Про це повідомила речниця оперативного командування «Південь» Наталя Гуменюк: Цієї ночі ЗСУ здійснили понад 10 влучних уражень по острову. Ми дорозвідуємо ситуацію, але вже зараз підтверджено – уражений ще один зенітний ракетно-гарматний комплекс «Панцир-С1». 🔻 За словами Гуменюк, у Чорному морі зараз шторм, проте окупанти залишили на чергуванні два кораблі, що несуть на собі 16 крилатих ракет. Центр стратегічних комунікацій та інформаційної безпеки						w	
			138	Їхали на навчання — потрапили на війну Кадри з телефону вбитого рашиста: як орки, перетинають російсько-український кордон.						w	
			139	Соколи, Соколи, ставаймо в ряди! Нас поклик “бодрімось” взиває. В здоровому тілі здорова душа, Де сила, там воля витає. Як славно бувало козацькі сини Боролись до смерти-загину, Боротись будемо Соколи всі ми, За Русь за святу, Україну! Лети-же, соколе, далеко в степи, У гори, луги, та лимани, Прапор наш сокільський високо неси, Під ним най народ вільний стане. Разом-же, Соколи, ставаймо в ряди, У бій за прапором, гей сміло, До праці для неньки у вічні часи, Несімо все душу і тіло.						n	
			140	Відплата рано чи пізно знайде нелюда...	Зрадник України з ОПЗЖ розстрілював людей під час евакуації у Маріуполі, - мер					w	
			141	Розпочалася сто двадцять четверта доба героїчного протистояння Української нації російському воєнному вторгненню. На Волинському та Поліському напрямках ознак формування наступальних угруповань противника не виявлено. За наявною інформацією, керівництво республіки білорусь продовжує надавати військову підтримку російській федерації, зокрема, до Білгородської області відправлено чергову партію боєприпасів обсягом до 20 вагонів. На Сіверському напрямку ворог продовжує забезпечувати посилену охорону ділянки українсько-російського кордону. Крім того, продовжив обстріли цивільної та військової інфраструктури в районах населених пунктів Хрінівка та Янжулівка Чернігівської області.... https://www.nove.in.ua/2022/06/27/operatyvna-informatsiia-stanom-na-06-00-27-06-2022/	Оперативна інформація станом на 06.00 27.06.2022					w	
			142	Лідери Заходу та європейські політики вітають Україну із новим статусом.	"Це сильний сигнал Росії": як європейські лідери привітали Україну зі статусом кандидата на вступ до ЄС					n	
			143	✅ До служби в лавах Національної гвардії Андрій мріяв стати педагогом і здобув відповідну освіту. Але склалося так, що поїхав працювати за кордон. Повернувшись в Україну, пішов на строкову службу в Нацгвардію і через пів року зрозумів, що армія – це його покликання. Тепер Андрій не лише будує військову кар’єру, але й застосовує на службі методи, котрі здобув під час навчання на педагога. 💬 «Зараз я на посаді командира відділення. Найбільша відповідальність у моїй роботі – це люди. Свого часу я здобував освіту в педагогічному коледжі. Це допомагає мені у спілкуванні з моїми хлопцями, адже я використовую найрізноманітніші та неочікувані методи. Наприклад, ніколи не думав, що в розмові з дорослими чоловіками мені допомагатиме володіння методикою спілкування з дітьми. Спроба використати педагогіку на службі стала творчим відкриттям для мене, але це насправді допомагає знаходити підхід до людей, які б вони не були за характером чи темпераментом. Кожному військовому хочеться відчувати підтримку та віру в нього. Я ж намагаюся бути не лише командиром для свого відділення, але і другом!» – розповідає сержант Національної гвардії Андрій. Минулого року Андрій здобув свій перший бойовий досвід в зоні ООС на Донеччині. Каже, завдяки цьому до повномасштабного вторгнення окупантів на терени України був морально підготовлений. 💬 «Це мій обов’язок перед народом України. Перебуваючи в ООС, я отримав не лише бойовий досвід, але і непогану підготовку. Нині для нас не існує питання «хочу - не хочу». Ми беремо себе в руки і робимо усе можливе для знищення ворога. Нацгвардійці готові до виконання бойових завдань заради територіальної цілісності та державності України. Перемога буде за нами!», – підсумовує Андрій. #історії_героїв						w	
			144	Президент Північної Македонії Стево Пендаровський вважає, що загроза росії для регіону Західних Балкан, яка існувала в останні роки, є небезпечною і зараз. https://ua.news/ua/premer-balkanskoj-strany-predupredyl-o-sereznoj-rossyjskoj-ugroze-v-regyone/ На русском: https://ua.news/ru/premer-balkanskoj-strany-predupredyl-o-sereznoj-rossyjskoj-ugroze-v-regyone/	Прем’єр балканської країни попередив про серйозну російську загрозу в регіоні | UA.NEWS					w	
			145	20 червня під головуванням радника міського голови Тетяни Пахомової відбулося перше засідання робочої групи з питань організації надання вторинної медичної допомоги дітям м.Прилуки. У нараді взяли участь керівники медичних закладів міста, депутати та посадовці міської ради.						n	
			146	ВААААУ🤯💥 Переможець Ліги Європи націлився на Довбика👇	Айнтрахт цікавиться нападником збірної України					n	
			147	У Польщі українців, які мають намір на довше залишатися в країні, заохочуватимуть переїздити з великих міст до менших населених пунктів та сіл	Українців у Польщі заохочуватимуть переїжджати до менших міст і сіл: як саме					n	
			148	Російські окупанти обстріляли Київ — два попадання у Шевченківському районі	Росія обстріляла ракетами Київ					w	
			149	В Кабміні перенесли дату завершення дефіциту бензину. Названо нову причину.	У Кабміні перенесли дату завершення дефіциту бензину: названо нову причину					n	
			150	1-а НЕДІЛЯ ПІСЛЯ П'ЯТИДЕСЯТНИЦІ Для записок - press.eparhia.cv@gmail.com						n	
			151	Автівка збила хлопчика, який раптово з'явився на дорозі https://www.0362.ua/news/3414038/avtivka-zbila-hlopcika-akij-raptovo-zavivsa-na-dorozi Смертельне ДТП на Рівненщині.	Автівка збила хлопчика, який раптово з'явився на дорозі					n	
			152	Кріп більше не потрібно заморожувати! От як закрити його у банку	Кріп більше не потрібно заморожувати! От як закрити його у банку – About Ukraine					n	
			153	📚Книги — лоти аукціону «Енергія добра» До Вашої уваги ще два лоти благодійного аукціону «Енергія добра» на підтримку наших воїнів: 🛡Книга «Слово о полку Ігоревім» (1986р.) від Володимира Олексія. 🇺🇦«Кобзар» Тараса Шевченка (2007 рік) від Надії Кальченко. ⚠️НАГАДУЄМО: ми щодня будемо публікувати на нашій сторінці інформацію про декілька лотів благодійного аукціону, тому стежте за 🆕 оновленнями, щоб не пропустити нічого цікавого 👀 🔎 Наразі це лише ознайомлення всіх охочих із лотами. Благодійний аукціон стартуватиме ⏰ 27 червня ⏰, тоді Ви зможете позмагатися з іншими учасниками за право бути власником цього лоту або/та будь-якого іншого 🎁🛍 📣Про це ми повідомимо окремою публікацією.						n	
			154	Дослухайтеся до сигналів тривог, дійте впевнено і беззаперечно.	Залиште ворогу "гостинці": в оперативному командуванні "Південь" попередили про заміноване узбережжя та прибережні води					w	
			155	🥇🥇🥇ЗОЛОТО! Артем ЧЕТВЕРТАК і Павло БОРСУК - ЧЕМПІОНИ ЄВРОПИ серед молоді! ВІТАЄМО!👏👏👏						n	
			156	❗️ЕКСКЛЮЗИВ "НОВИНАРНІ" Ну що, кияни, побачили результати голосування за перейменування вулиць? А не розслабляйтеся, це ще не все! Рейтингове електронне голосування в "Києві цифровому" фактично було попереднім громадським обговоренням. Попереду ще розгляд на профільній комісії Київради, і на фінальне голосування міської ради можуть бути винесені варіанти, який посіли друге-третє місця, каже голова найбільшої фракції Володимир Прокопів.	Дерусифікація Києва: результати зі смартфонів – не остаточні, на голосування міськради можуть винести другі-треті варіанти					w	
			157	Головне зі зведення Генштабу: 🔻 Українські воїни успішно відбили штурмові дії противника у напрямку Довгалівка – Залиман. Окупанти відійшли. 🔻 Ворог веде штурмові дії у напрямку Вовчоярівка – південна околиця Лисичанського НПЗ, бойові дії тривають. 🔻 Противник не полишає надії взяти під контроль автодорогу Бахмут – Лисичанськ. З метою викриття вогневих позицій ЗСУ провів розвідку боєм у напрямку Миколаївка – Спірне, надалі вів наступ у зазначеному напрямку. Українські воїни успішно придушили всі ці спроби та змусили ворога відійти. 🔻 Наші воїни відбили штурм у напрямку Єгорівка – Павлівка. Ворог із втратами відійшов. 🔻 Ударна авіація ЗСУ завдала потужних авіаударів по позиціях окупантів – фактично на усіх напрямках штурмовики Су-25 та бомбардувальники Су-24м здійснили до двадцяти групових бойових вильотів.						w	
			158	На Харківщині ЗСУ підірвали російські склади з боєкомплектами	На Харківщині ЗСУ підірвали російські склади з боєкомплектами – NizhynNEWS					w	
			159	У парку повідомляють, що окупанти повністю зруйнували головний будинок, у якому нещодавно розміщувалася Резиденція Доброчара, постраждали й усі інші будівлі. Також вщент розбили транспорт та техніку, і навіть вкрали садові інструменти 🤬	Вщент знищено будівлі, транспорт, техніку: окупанти завдали нещадного удару по "Добропарку"					w	
			160	Олександр Розенберг родом із Вінничини. З початку 2000-х він працював так званим "службовцем" у Придністров’ї. А останні десять років керував Тираспольським хлібокомбінатом, який входить у бізнес-корпорацію "Шериф" місцевого олігарха Віктора Гушана.	"Прем’єр" Придністров’я Розенберг має паспорт України та регулярно приїздить, його дочка живе в Одесі з чоловіком-депутатом ОПЗЖ, - розс					n	
			161	Британський прем’єр уточнив, що військові Сполученого Королівства можуть забезпечити підготовку до 10 тисяч українських військовослужбовців кожні 120 днів.	Джонсон запропонував Зеленському масштабну програму підготовки українських військових у Британії					w	
			162	ІНФОРМАЦІЯ ПРО ОГОЛОШЕННЯ ДОБОРУ НА ЗАЙНЯТТЯ ПОСАД ДЕРЖАВНОЇ СЛУЖБИ Головне управління Пенсійного фонду України в Запорізькій області повідомляє про добір кандидатів на посади державної служби: - головного спеціаліста відділу оцифрування документів та обробки даних управління пенсійного забезпечення Головного управління Пенсійного фонду України в Запорізькій області (робоче місце за адресою: м. Запоріжжя, пр. Соборний, буд. 158-б) – 1 шт. од.; - головного спеціаліста відділу призначення пенсій управління пенсійного забезпечення Головного управління Пенсійного фонду України в Запорізькій області (робоче місце за адресою: м. Запоріжжя, вул. Олександрівська, буд. 10) – 2 шт. од.; - головного спеціаліста відділу перерахунків пенсій № 1 управління пенсійного забезпечення Головного управління Пенсійного фонду України в Запорізькій області (робоче місце за адресою: м. Запоріжжя, вул. Трегубова, буд. 18) – 2 шт. од.; - головного спеціаліста відділу перерахунків пенсій № 1 управління пенсійного забезпечення Головного управління Пенсійного фонду України в Запорізькій області (тимчасово, до 22.03.2023, робоче місце за адресою: м. Запоріжжя, вул. Трегубова, буд. 18) – 1 шт. од.; - головного спеціаліста відділу перерахунків пенсій № 1 управління пенсійного забезпечення Головного управління Пенсійного фонду України в Запорізькій області (тимчасово, до 20.08.2023, робоче місце за адресою: м. Запоріжжя, вул. Трегубова, буд. 18) – 1 шт. од.; - головного спеціаліста відділу з питань призначення та перерахунків пенсій військовослужбовців та деяких інших категорій громадян управління пенсійного забезпечення Головного управління Пенсійного фонду України в Запорізькій області (робоче місце за адресою: м. Запоріжжя, пр. Соборний, буд. 158-б) – 1 шт. од.; - провідного спеціаліста відділу призначення пенсій управління пенсійного забезпечення (робоче місце за адресою: м. Запоріжжя, вул. Добровольчих батальйонів, буд. 32) – 1 шт. од. Особа, яка бажає взяти участь в доборі на вищевказані посади державної служби, може ознайомитись з умовами проведення добору та поданням документів за телефоном: (061) 213-23-61 або на сайті Work.ua. Термін подачі документів до 9-00 години 27.06.2022 року.						n	
