				message						label	
			90	Мешканцям у Волинській області заборонили відвідувати лісові масиви недалеко від кордону з Білоруссю, а саме в районах Камінь-Каширський і Ковельський… Детальніше: https://aif.ua/society/law/v_volynskoy_oblasti_zhitelyam_zapretili_poseshchat_lesa_v_dvuh_rayonah #заборонено #волинь #ліс						u	
			91	Готується печиво просто і виходить смачно.						u	
			92	Росіяни підуть у наступ величезною кількістю танків та піхоти, вважає очільник Луганської області						u	
			93	🔗 Полонений із «ЛНР» пішов воювати проти України, щоб не сидіти у в'язниці за крадіжку ❗ Свого часу він був тричі засуджений до ув'язнення: двічі – за пограбування та один раз – за завдання тяжких тілесних ушкоджень.						u	
			94	Про ремонт зруйнованого будинку в Новобаварському районі, розбір завалів на Чоботарській та роботу ППО у Харкові. Про це мер міста Ігор Терехов у відео.						u	
			95	17 юни ще започне с щедро слънце ☀️						xx	
			96	Сьогодні на саміті ЄС розглядатимуть економічний блок питань, - кореспондентка з Брюсселю Тетяна Блінова зауважила, що зокрема мова йтиме про те, як розвиватиметься економіка окремих країн Євросоюзу "Сьогодні на саміті ЄС розглядатимуть економічний блок питань, зокрема як розвиватиметься економіка окремих країн, також будуть надавати рекомендації до лідерів країн Євросоюзу. Окрім того, до саміту під'єднається президент Європейського центрального банку Крістін Лагард. Мова йтиме про ринки капіталу та про розвиток банківської системи Європи", - зазначила кореспондентка в етері Еспресо.						u	
			97	У Грузії не будуть влаштовувати для росії "другий фронт"						u	
			98	За місяць повномасштабної війни 54 українські залізничники загинули, 64 отримали поранення і ще 3 перебувають в полоні окупантів, повідомив голова правління «Укрзалізниці» Олександр Камишін #hromadske #новини #Росія #Україна #війна						u	
			99	Борис Джонсон сказав, що Україна заслуговує на проведення пісенного конкурсу "Євробачення" наступного року і сподівається, що вона зможе це зробити, попри війну з Росією, що триває						u	
			100	14 хвилин тому! Контрнаступ ЗСУ: 3 міста. Українці погнали ворога – перші подробиці!						u	
			101	Welt: Макрон, Шольц і Драгі прасілі Зяленскага аднавіць перамовы з Расіяй Падчас візіту ва Украіну заходнія лідары «за зачыненымі дзвярыма» вылучылі калегу Уладзіміру Зяленскаму таемныя патрабаванні.						xx	
			102	Голова Дубенської РВА та голова голова Дубенської районної ради подякували медикам за сумлінну й самовіддану працю						u	
			103	Звідки Росія може завдати ударів по Україні у сакральну для неї дату 22 червня: військовий експерт назвав напрямки						u	
			104	Козаки, коктейлі Молотова, тризуби, послання російському воєнному кораблю – так виглядає новий "репертуар" одного з тату салонів у Львові. Хто і чому набиває патріотичну символіку? Дивіться у нашому матеріалі.						u	
			105	Откако Владата го стегна ременот и донесе мерки на штедење во услови на голема економска криза која што се продлабочи со војната во Украина од средината на март, најголемите договори за јавни набавки се од сферата на енергетиката						xx	
			106	(ФОТО) ВОНРЕДНО ПРЕДУПРЕДУВАЊЕ ЗА ГРАЃАНИТЕ ВО МАКЕДОНИЈА – CИЛНО НЕВPEME НАДОАЃ...						xx	
			107	Зустрічайте CITROЁN My Ami Cargo - інноваційне економічне рішення для умов повністю електричної мікро-мобільності в сучасних містах. Новинка CITROЁN My Ami Cargo пропонує швидке і зручне перевезення невеликих вантажів, товарів, обладнання на короткі відстані всередині міст, що в точності відповідає новим запитам корпоративних клієнтів. Бізнес потребує нових рішень, які бренд CITROЁN готовий надати тут і зараз 🤝 Детальніше про модель: https://bit.ly/3nixESz Відеоогляд від Infocar: https://youtu.be/B-noPK7LJEk						u	
			108	Доброго ранку, моя Рідна💙💛 В цей сонячний день 28 червня 2️⃣0️⃣2️⃣2️⃣ ми мали б святкувати, відзначати день народження головного оберегу державності — нашої Конституції🇺🇦 Нічого, все у Нас буде! Ми Українці, нам не потрібно пишних свят та гулянь, наш код нації всередині нас! Неможливо зламати те, що живе в серці кожного Українця. Україна розпочинається з кожного з нас! В цей день 28.06 2️⃣0️⃣2️⃣2️⃣ День Конституції України ми відзначимо по-особливому, кожен собі, кожен в душі та серці. Ніколи. російським нахабам, нелюдам не відібрати в нас право на свободу, на життя‼️ Українці — нація, що ніколи не здається! Ми сильні, бо єдині! Нас не зламати! Кожного дня ми стаємо ближчими до Перемоги. З Днем #Конституції України🇺🇦 Слава вам! Слава #ЗСУ! Слава #Україні💙💛 Всіх міцно обняла🫶🏻						u	
			109	Vecer.mk - Први во Македонија.						xx	
			110	З початком повномасштабного наступу росії на Україну Данило Сафонов боронив Маріуполь від ворогів. У квітні він передислокувався зі своїми побратимами до заводу "Азовсталь". Загинув 2 травня. З ним також полягли ще двоє українських бійців. Усі вони виконували чергове бойове завдання. Після повернення військові потрапили під ворожий мінометний обстріл. Тіло героя лише зараз вдалося вивезти з Донеччини. Світла пам'ять Герою України! 🕯🇺🇦						u	
			111	8 червня о 10:00 у краєзнавчій бібліотеці відбудеться зустріч з талановитим митцем, письменником, есеїстом і загалом геніальною людиною - Тарасом Прохаськом.						u	
			112	Нарешті починаємо викорінювати "культуру" ворога						u	
			113	⚠ Укрзалізниця змінить маршрут потяга із Харкова до Івано-Франківська з міркувань безпеки, він стане на три години довшим. Про це повідомила пресслужба Укрзалізниці. “З міркувань безпеки маршрут поїзда № 15/16 Харкі�... /Детальніше на нашому сайті						u	
			114	«Жодного дня не минуло без ударів окупантів по Харківщині»: рашисти з початку повномасштабної війни знищили 4019 житлових будинків в Харківській області, розповів голова Харківської ОВА Олег Синєгубов та вкотре закликав усіх не ігнорувати сигнали тривоги На фото – зруйнований спорткомплекс Харківського політеху						u	
			115	Пендаровски: Кај нас не постои категорија македонски Бугари, Софија зборува токму за тоа						xx	
			116	Мелітополь все! Контрнаступ ЗСУ – прорив до міста: окупанти в паніці. Всіма силами – переможемо!						u	
			117	В річці на Стрийщині втопився 15-річний хлопець						u	
			118	‼️Ядерный терроризм: РФ запустила ракету критически низко над Южноукраинской АЭС "Эта ракета летела с юга на север Украины. Вероятно, ее целью был Киев, где с самого утра раздавались взрывы", - говорится в сообщении. ❗️В Энергоатоме предупредили, что любое повреждение действующего энергоблока будет иметь очень серьезные последствия и может грозить миру страшной ядерной катастрофой						r	
			119	Кумулятивно-осколкові бойові елементи можуть вибухнути будь-якої миті впродовж майже двох діб						u	
			120	6/23. 首次曝光的海馬斯多管火箭交付給烏克蘭，可以看到烏軍士兵在美軍介紹下操作						xx	
			121	Хто замість путіна? Мережею шириться інформація про важкий стан здоров’я бункерного диктатора. Тож хто буде наступним та за яких умов можлива заміна президента рф - дивіться у матеріалі						u	
			122	Дорогие друзья! Если услышанное откликается вашему сердцу, помогите распространить это видео!✊🏼 Вопреки неверию тысяч скептиков, мы верим, что президент нас услышит! Отмечайте Володимир Зеленський в репостах и комментах! 🤝 Пускай прекратится война! Слава Богу за Украину! 🙏 PS: кто не понимает украинский, на Ютуб это видео с субтитрами. В любом случае, чтобы YouTube продвинул этот ролик, посмотрите его и там, поставьте лайк и напишите комментарий! Спасибо!						r	
			123	Максим под снимком написал, что семья является главной силой человека						r	
			124	Уci 27 крaїн ЄC oднoгoлocнo пoгoдили нaдaння Укрaїнi cтaтycy кaндидaтa нa вcтyп дo Єврocoюзy						u	
			125	21 июня «Медиазона»* и Baza опубликовали материалы про фигурантов уголовного дела о покушении на убийство Владимира Соловьева — преступлении, которое, по утверждению СК и ФСБ, готовили российские неонацисты по заказу СБУ. В публикациях, подготовленных независимо друг от друга, подробно рассказывается, что известно о подозреваемых, большинство из которых ранее были осуждены за убийства, совершенные на расистской почве. «Медуза» пересказывает главное из этих статей. * Компания-учредитель издания «Медиазона» (ООО «ЗП») объявлена в России «иностранным агентом» (как и многие другие организации и люди).						r	
			126	Український дім у Варшаві організовує зустріч з військовим волонтером, письменником – Олегом Кушніром						u	
			127	Прохання поширити! Це дуже важливо для людей, у яких близькі або родичі безвісті зникли під час війни (цивільні та військові). В такій ситуації важливо звертатись безпосередньо до Уповноваженого з питань осіб, зниклих безвісті за особливих обставин. Коли звернення надходить до інших органів влади та інституцій, які не уповноважені займатись цим питанням, ви можете втратити критично важливий час.						u	
			128	В Офисе президента опровергли информацию о подготовке отставки Баканова						r	
			129	Усі чотири місяці президентське подружжя Зеленських були й залишаються в Україні. Перша леді не збирається покидати рідну країну, адже стверджує, що тут їй спокійніше						u	
			130	Потери РФ на сегодняшний день						r	
			131	Урядова програма Доступні ліки продовжує діяти під час війни. Де знайти відповідну аптеку та як отримати медичні засоби проти розладів психіки й поведінки та епілепсії👇						u	
			132	Ось зараз вся мережа буде гудіти! Bи чули, що сталося на Луганщині ?! Цю подію важко буде недооцінити – всього один залп і ЗСУ “мінуснули” купу орків http://www.presentnews.pp.ua/archives/5555						u	
			133	Місто у дуже непростій ситуації. Людей просять не виходити на вулиці						u	
			134	При этом еврейское государство не подтверждает, но и не отрицает его наличие у себя.						r	
			135	Через «Ягодин» пропускатимуть лише вантажівки та тимчасово автобуси.						u	
			136	У ЄС придумали, як відповісти на закиди рф. Подобається це росіянам чи ні – то вже їхні проблеми.						u	
			137	Масивний спалах зорі, зафіксований впродовж чотирьох років легендарним телескопом Hubble 🔭🌟						u	
			138	Албанскиот премиер Еди Рама на Твитер објави селфи со македонскиот премиер Димитар Ковачевски и порача од Брисел дека повеќе не го чекаат Годо						xx	
			139	ЗСУ зможуть перейти у наступ, щоб звільняти наші міста, але для цього потрібна не просто зброя, а дуже багато важкої зброї						u	
			140	🔻 До уваги представників місцевого самоврядування! Роз’яснення для громад про надання адміністративних послуг у період воєнного стану - https://uacrisis.org/uk/anministratyvni-poslugy						u	
			141	⚡️Лідери Європейського Союзу на саміті в Брюсселі підтримали надання Україні та Молдові статусу кандидата в члени ЄС. Про це повідомив голова Євроради Шарль Мішель. «Історичний момент. Сьогодні вирішальний крок на вашому шляху до ЄС», — написав Мішель. На це рішення вже відреагував президент України Володимир Зеленський. Каже, що це історичне рішення у відносинах України та ЄС і одне з найважливіших рішень для України за всі 30 років незалежності. «Однак це рішення — не тільки для України. Це найбільший крок на посилення Європи, який можна було зробити саме зараз, саме в наш час і саме в таких умовах, коли російська війна випробовує нашу здатність зберегти свободу і єдність», — зазначив Зеленський. Він також наголосив, що Україна здатна стати повноправним членом ЄС. Також Єврорада визнала європейську перспективу Грузії: їй готові надати статус кандидата, щойно країна виконає низку умов.						u	
			142	Мартин прекара в кома цели 12 години и разказа какво е усещал и чувал през това време						xx	
			143	ЄС планує ввести ембарго на російську нафту і відключити Сбербанк від SWIFT, повідомила президентка Єврокомісії Урсула фон дер Ляйєн						u	
			144	З українських портів мають вивезти на світові ринки 20 млн тонн зерна						u	
			145	США призывают производителей по всему миру, включая ОПЕК, увеличить добычу нефти и газа, чтобы сбить рекордно высокие цены на топливо. "Он [президент США Джо Байден] попросил всех поставщиков по всему миру увеличить производство. Это включает ОПЕК, это включает наших внутренних производителей нефти и газа", – cообщила министр энергетики США Дженнифер Грэнхолм в интервью телеканалу CNN.						r	
			146	Все днепряне, когда начинается гром 😂😂						r	
			147	Регіон починає поволі оживати після навали російських окупантів. Місцеві мешканці повертаються додому та допомагають комунальникам наводити лад у своїх містах та селах. Українці, – ви чудові 💙💛						u	
			148	🔥Експерша ракетка світу - про допомогу українцям👇						u	
			149	Російські війська завдали чергової серії ударів по Харкову та населеним пунктам області. Як мінімум одна цивільна особа загинула, двоє отримали поранення						u	
			150	🔥 Вже - 32 150 окупантів! Дані про загальні втрати ворога за час вторгнення в Україну від Генштабу ЗСУ: 🔻особового складу - близько 32150 (+100) осіб ліквідовано, 🔻танків ‒ 1430 (+11) од, 🔻бойових броньованих машин ‒ 3484 (+18) од, 🔻артилерійських систем – 715 (+3) од, 🔻РСЗВ - 226 (+4) од, 🔻засоби ППО - 97 (+0) од, 🔻літаків – 212 (+0) од, 🔻гелікоптерів – 178 (+0) од, 🔻БПЛА оперативно-тактичного рівня - 582 (+3), 🔻крилаті ракети - 125 (+0), 🔻кораблі /катери - 13 (+0) од, 🔻автомобільної техніки та автоцистерн - 2455 (+7) од, 🔻спеціальна техніка - 54 (+0).						u	
			151	В ЛНР заявили о перекрытии трасс для отступления украинской группировки из Лисичанска https://tvzvezda.ru/news/20226231636-zHT7u.html						r	
			152	Очень симпатичная идея для оригинальной закуски. Приятного аппетита!						r	
			153	Вот что получится, если наши любимые киногерои плотно налягут на сладкое						r	
			154	الفيفا يحسم أمر أزمة بلعمري لصالح الشباب السعودي تابعونا على التلغرام https://t.me/rtarabictelegram						xx	
			155	Асмус показала голое тело на камеру на фоне обнажённого Козловского, вжившись в роль звезды фильмов для взрослых: https://life.ru/p/1490149						r	
			156	الجيش المصري يكشف طريقته لتصحيح أفكار المتطرفين تابعونا على التلغرام https://t.me/rtarabictelegram						xx	
			157	Для жителей Харьковской области из России привезли медикаменты, которых остро не хватает в медицинских учреждениях. Медикаменты, лекарственные препараты и товары первой необходимости доставлялись уже известными белыми КамАЗами МЧС России, безопасность передвижения и сопровождение которых обеспечивали военнослужащие РФ. Кроме того, в состав российской делегации вошел военный врач, который оказывал необходимую медицинскую помощь нуждающимся.						r	
			158	Вообще-то отсутствие аэропорта – огромный минус для курорта. И не только для туристов. Для инвесторов в местную недвижимость тоже. Это ограничивает глобальный спрос и – как результат – перспективу роста цен на квартиры. Но некоторым локациям удаётся годами привлекать иностранных покупателей, несмотря на отсутствие удобного авиасообщения. Этот обзор про них.						r	
			159	Госдеп США заявил о снятии с Кубы ряда визовых и финансовых ограничений: https://life.ru/p/1494752						r	
			160	Bloomberg: новая экспансия на восток проверит на прочность «мягкую силу» ЕС https://russian.rt.com/inotv/2022-06-24/Bloomberg-novaya-ekspansiya-na-vostok Организация Meta Platforms Inc. (соцсети Facebook, Instagram) признана экстремистской, её деятельность запрещена на территории России по решению Тверского суда Москвы от 21.03.2022						r	
			161	Des jeunes gens défendent le monument aux libérateurs de Riga contre les nazis pendant la Seconde Guerre mondiale.						xx	
			162	«Pycoфoбия цветет не в одной лишь Европе, а по всему миру»😱						r	
			163	Лавров: «Западу от Украины нужно только, чтобы эта страна работала против всего русского»						r	
			164	شاهد عمليات إجلاء سكان مدينة إيزيوم الأوكرانية من قبل الجيش الروسي https://arabic.rt.com/war-in-ukraine/						xx	
			165	Наталья Егорова – одна из признанных советских кинокрасавиц. Её «визитной карточкой» стала роль обаятельной Нины в мелодраме «Старший сын». К сожалению, спустя годы судьба жестоко посмеялась над актрисой – и собственного сына ей спасти не удалось. Наталья Егорова, кадр из фильма «Старший сын», 1975 г. Фото: kino-teatr.ru Будущая звезда родилась в Ставрополе и всё детство … The post Наталье Егоровой уже 71 лет. Как живет одинокая и привлекательная советская актриса, которая потеряла своего единственного сына first appeared on Smile.						r	
			166	Важное предупреждение для жителей Москвы: https://life.ru/p/1487273						r	
			167	https://www.youtube.com/watch?v=q-nMlMU48wI						xx	
			168	مدير مشروع سد النهضة الإثيوبي يقر باحتمال حدوث آثار جانبية خلال عملية الملء الثالث، لكنه ينفي وقوع أضرار حقيقية على كل من مصر والسودان، ومسؤول مصري يقول إن ما يتم حجزه سيخرج من احتياطي السد العالي. شارك معنا في نقاش اليوم						xx	
			169	Этот снимок был сделан в 1968 году. Актеры Евгений Евстигнеев, Фрунзик Мкртчян и фотохудожник Георгий Тер-Ованесов. Если известных актеров и представлять не надо, то про Георгия Тер — Ованесова многие может и не знают. Именно Георгий Тер — Ованесов снял сотни фотопортретов наших любимых актеров для журнала «Советский экран». Он же снимал и самых известных артистов для фотооткрыток, … The post Выпивали и снимали. Снимали и выпивали. Маленькая история одной фотографии first appeared on Smile.						r	
			170	🎬 Киноконцерн «Мосфильм» предлагает кинотеатрам выпустить в повторный прокат фильмы, созданные на студии в разные годы и «завоевавшие зрительскую любовь». Уже подготовлены 12 фильмов. В список картин, готовых к показу в кинотеатрах, вошли: 🔹 «Илья Муромец» (1956г., реж. А.Птушко), 🔹 «Иваново детство» (1962г., реж. А.Тарковский), 🔹 «Андрей Рублев» (1966г., реж. А.Тарковский), 🔹 «Вий» (1967г., реж. А.Птушко, К.Егоров, Г.Кропачев), 🔹 «Солярис» (1972г., реж. А.Тарковский), 🔹 «Зеркало» (1974г., реж. А.Тарковский), 🔹 «Сталкер» (1979г., реж. А.Тарковский), 🔹 «Мы из джаза» (1983г., реж. К.Шахназаров), 🔹 «Самая обаятельная и привлекательная» (1985г., реж. Г.Бежанов), 🔹 «Курьер» (1986г., реж. К.Шахназаров), 🔹 «Холодное лето пятьдесят третьего…» (1987г., реж. А.Прошкин), 🔹 «Белый Тигр» (2012г., реж. К.Шахназаров). http://amp.gs/jpGjz						r	
			171	Forbes Russia приняли неожиданное решение касательно печатной версии журнала: https://life.ru/p/1494713						r	
			172	Когда в РФ обсуждают санкции, то вспоминают Иран. Дескать, «справились они — справимся и мы». На деле же санкции заморозили экономику Ирана на показателях 80-х годов. Но этот опыт может дать нам инсайты, считает Петр Кирьян, директор по медиапроектам КРОС #рбк_pro #рбкpro http://amp.gs/jlQ7i						r	
			173	You know what planning a wedding is like. There are the vows to write, the temple to book, invitations to send out and of course you can’t forget the honeymoon. Twenty-four-year-old Indian woman Kshama Bindu has all of that under control, but her wedding is going to be missing something, or should I say someone – the groom.						xx	
			174	Russia's Baltic fleet will "perform training tasks for the defense of sea lanes and fleet bases."						xx	
			175	https://rumble.com/v16t2ev-eu-circular-firing-squad-approves-russia-oil-embargo-wgonzalo-lira-live.html?mref=6zof&mc=dgip3&utm_source=newsletter&utm_medium=email&utm_campaign=The+Duran&ep=2						xx	
			176	КОГДА ЖЕ ОН СТАНЕТ САМОСТОЯТЕЛЬНЫМ? Самостоятельность – одна из главных тем современного родительства. Все хотят, чтобы их дети были независимыми! Да, сами ложились и сами вставали, когда хотят, делали домашнее задание, только когда им этого хочется, сами решали, пойдут они в школу или нет, одевались бы, как им хочется, и ели то, что им хочется. Боже упаси! Только не такая независимость. Нет, мы хотим, чтобы наши дети были независимыми, но делали только то, что мы им говорим. А еще лучше – чтобы они сами угадывали, о чем мы думаем и чего от них хотим, чтобы нам не приходилось их просить; так все увидят, какие мы хорошие родители, сколько свободы мы даем своим детям и как мы никогда не указываем им, что делать. Многие родители в детстве бунтовали (или не бунтовали, но мечтали) против чрезмерно строгого воспитания. Они обещали себе, что своим детям будут давать больше воли. И теперь, к удивлению своему, обнаруживают, что же конкретно хотят делать с этой волей их собственные чада. Естественно! А вы от них чего ожидали? На самом деле, говоря: «Хочу, чтобы мой ребенок был самостоятельным», многие родители, на самом деле имеют в виду: «Хочу, чтобы он сам ложился спать и не звал меня, сам хорошо кушал, сам с собой тихо играл и меня не дергал, а когда я ухожу и оставляю его с кем-то другим, не плакал бы и не расстраивался». Но ведь неразумно предъявлять такие требования – ни к ребенку, ни к взрослому. Люди – социальны, и наша независимость – это не жизнь на необитаемом острове, но жизнь в группе. Мы нуждаемся в других, а они – в нас. Взрослый должен уметь просить других помочь ему и сам, когда его просят, оказывать помощь другим. Мы взаимозависимы, а не независимы. Зависим нищий, просящий милостыню: он зависит от доброты прохожих. Работник, получающий ежемесячную заплату, тоже в некотором смысле зависим, потому что без помощи компании, коллег, начальства или подчиненных он не смог бы работать; но при этом нам он кажется человеком самостоятельным, потому что у него есть трудовой договор и зарплата. Он знает, сколько ему причитается по ведомости, и имеет право требовать эту сумму. Если ребенок зовет папу и папа к нему приходит, ребенок независим. Если папа не приходит, потому что не хочет, ребенок зависим от его настроения. УДЕЛЯЯ ВНИМАНИЕ РЕБЁНКУ, МЫ УЧИМ ЕГО НЕЗАВИСИМОСТИ. После разлучения (болезни, выхода на работу, детского сада) ребенок становится более зависимым: больше нуждается во внимании, физическом контакте, ни на секунду не хочет оставаться в одиночестве. Если такой ребенок получает то, что ему необходимо, он преодолеет собственные страхи; если ему в этом откажут, проблема только усугубится. Существует огромная разница между ребенком, который перестает звать маму, потому что больше в ней не нуждается, и ребенком, который перестает звать маму, потому что знает, что, сколько бы он ее ни звал, она все равно не придет. Карлос Гонсалес						r	
			177	رئيس الطاقة الذرية الإيراني: علاقاتنا بالوكالة الدولية قائمة ونعمل على أساس اتفاق الضمانات تابعونا على https://vk.com/rt.arabic						xx	
			178	The International Energy Agency has come up with a plan to stop Russia’s actions in Ukraine that include more working from home and driving less.						xx	
			179	كاتب بريطاني: قبول أوكرانيا في الاتحاد الأوروبي "انتحار" تابعونا على https://vk.com/rt.arabic						xx	
			180	18 девушек, чьи идеи для маникюра нужно срочно скопировать и отнести своему мастеру						r	
			181	كذبة وقحة.. موسكو تفند مزاعم رئيس أوكرانيا فلاديمير زيلينسكي أمام الكنيست الإسرائيلي بأن قواتها قصفت مدينة أومان التي "يزورها عشرات الآلاف من الحجاج من إسرائيل". وزارة الدفاع الروسية نشرت مشاهد التقطت في 21 مارس، توضح استغلال القوميين الأوكرانيين كنيسا يهوديا لتخزين الأسلحة والذخائر. وأشارت الوزارة إلى أن "هذه الأسلحة يتم إخفاؤها في أكياس بها حطام بناء وبعدها يتم تحميلها في شاحنات مخصصة للنفايات". #معكم_تكتمل_الصورة 🧩 🛎 انضم إلينا لتصلك آخر الأخبار والفيديوهات https://t.me/rtonlinearabic						xx	
			182	🇸🇻 El presidente de El Salvador, Nayib Bukele, anunció la construcción de un denominado centro de confinamiento del terrorismo, para encerrar a los miembros de las estructuras criminales enraizadas en esta nación centroamericana. 👉 https://mundo.sputniknews.com/20220621/1127147246.html						xx	
			183	В картотеке арбитражного суда Москвы появилась неожиданная информация. "Роснефть" подала иск к компании Forbes Media LLC, которая издаёт журнал Forbes. Документ от компании поступил ещё 2 июня, пока он не принят к производству. Данных о причинах иска и других подробностях дела нет. Forbes и "Роснефть" ситуацию не комментировали. Как думаете, что стало причиной такого шага компании?						r	
			184	Перед смертью Юрий Шатунов наконец-то получил заветное решение суда — все права на песни «Ласкового мая» оставили за ним. #юрийшатунов						r	
			185	Причин боли в спине может быть множество – от самых безобидных до весьма серьезных. Боль в спине при вдохе может быть признаком различных заболеваний внутренних органов, опорно-двигательного аппарата или нервной системы. #здоровье #спина						r	
			186	Russian prosecutors said Friday they were ramping up control of foreign companies that decided to leave the country after Russia sent tens of thousands of troops into Ukraine						xx	
			187	رئيس وزراء بافاريا: الشيء الوحيد الذي يميز ممثل "الخضر" عن العسكري الحقيقي هو تسريحة شعره						xx	
			188	«Сталин сделал рубль товарным» *** #Катасонов #Сталин #СССР #экономика #рубль *** О денежных реформах в СССР 1920-1930-х гг. https://ruskline.ru/news_rl/2022/06/27/stalin_sdelal_rubl_tovarnym						r	
			189	رئيس تركمانستان الجديد يزور قبر النبي في أول رحلة خارجية له						xx	
			190	Евросоюз рассматривает возможность дальнейшего ужесточения санкций против России и может включить новый пакет сделки с золотом, сообщает Reuters со ссылкой на чиновников в Брюсселе. Предложение запретить покупку драгметалла, который Россия начала активно экспортировать в 2020 году, поступило от Дании...						r	
			191	15 ЛЕТ ОНА ЖДАЛА РЕПРЕССИРОВАННОГО МУЖА ИЗ ГУЛАГА, НЕ ПОДОЗРЕВАЯ, ЧТО ОН РАССТРЕЛЯН… Саму Антонину Пирожкову не тронули — дали построить много станций московского метро и кавказских курортов… А ее семейное счастье длилось лишь семь лет, 15 лет она каждый день ждала Бабеля из ГУЛАГа, не подозревая, что он расстрелян. И всю оставшуюся долгую жизнь, Пирожкова прожила 101 год, она посвятила памяти о муже. Последняя великая вдова — […]						r	
			192	Все спортивные мероприятия в России будет предварять гимн						r	
			193	Летние платья в размере плюс: подборка идей #вдохновение						r	
			194	В Турции самолёт упал посреди оживлённой улицы. Видео: https://life.ru/p/1489610						r	
			195	Такая куриная грудка нисколько не хуже колбасы, можно использовать ее для бутербродов.						r	
			196	😃 Только начинаете учить немецкий язык? Мы создали телеграм-канал специально для вас! 👉🏻👉🏻👉🏻 https://t.me/+hVns6LeTD3c3NTMy Там вы найдете полезные посты, лексические подборки, лайфхаки для эффективного изучения языка - и многое другое! Переходите по ссылке и подписывайтесь!						r	
			197	Los inversores temen que Elon Musk pueda vender acciones de Tesla para completar su adquisición de Twitter por 44.000 millones de dólares.						xx	
			198	الدفاع الروسية: سارمات سيظل في الخدمة 50 عاما ولن يستطيع أحد اعتراضه تابعونا على https://vk.com/rt.arabic						xx	
			199	Актриса Лия Ахеджакова известна зрителю своими ролями в фильмах «Служебный роман», «Москва слезам не верит», «Гараж» и «Небеса обетованные». Она по-прежнему снимается в кино и выступает в театре. Личное счастье актриса обрела, когда ей было уже за 60. Родилась актриса 9 июня 1938 года в Днепропетровске, а ранее детство ее прошло в Майкопе. В начале Великой Отечественной войны … The post Спасла родителей, подарила квартиру мужу и его любовнице: судьба Лии Ахеджаковой first appeared on Smile.						r	
